Image,Match_Type,AI_Index,GT_Index,IoU,GT_Area_px,AI_Area_px,GT_Area_um2,AI_Area_um2
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,7,23,0.9183939701406001,6477,6758,3123.5532407407404,3259.066358024691
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,15,14,0.9177312212570261,1829,1924,882.0408950617284,927.8549382716049
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,17,6,0.9153328694038506,3990,4267,1924.1898148148148,2057.7739197530864
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,10,32,0.9152460984393758,3993,3984,1925.636574074074,1921.2962962962963
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,31,26,0.9053294054633101,6976,7253,3364.1975308641972,3497.781635802469
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,24,43,0.9037416053725615,3013,2940,1453.028549382716,1417.824074074074
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,6,28,0.9025641025641026,4227,4306,2038.4837962962963,2076.581790123457
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,40,10,0.9024822695035462,5404,5326,2606.0956790123455,2568.4799382716046
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,5,33,0.9011357769747032,3553,3812,1713.4452160493827,1838.3487654320986
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,18,34,0.8992143050663777,3460,3550,1668.5956790123455,1711.9984567901233
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,16,5,0.8941085868309588,2397,2522,1155.960648148148,1216.2422839506173
