Tile,GT_Count,AI_Count,Matched,FP,FN,GT_Area_px,AI_Area_px,GT_Area_um2,AI_Area_um2,Area_Diff_pct
ZAINA-679-B_001_jpg.rf.42f7c9c2b999e82410968535976ef160_r2c0.jpg,25,36,22,14,3,331573,410890,3821.3202895381396,4735.434712019151,23.921429066902313
ZAINA-679-B_001_jpg.rf.42f7c9c2b999e82410968535976ef160_r2c1.jpg,32,33,27,6,5,316670,248992,3649.5658454941827,2869.5888432794,-21.37177503394701
ZAINA-679-B_001_jpg.rf.42f7c9c2b999e82410968535976ef160_r2c2.jpg,18,21,13,8,5,353089,266346,4069.288391131763,3069.5906296270364,-24.566893899271854
ZAINA-679-B_011_jpg.rf.c763cf36a3a341bfed1f7851c1c77278_r0c0.jpg,34,33,29,4,5,321164,408607,3701.358402129326,4709.123540056972,27.226899652513982
ZAINA-679-B_011_jpg.rf.c763cf36a3a341bfed1f7851c1c77278_r0c1.jpg,31,32,26,6,5,281782,297804,3247.4878045758733,3432.13852607304,5.685955809810421
ZAINA-679-B_011_jpg.rf.c763cf36a3a341bfed1f7851c1c77278_r0c2.jpg,29,30,26,4,3,344726,422056,3972.9062925247977,4864.120890788179,22.432308558101216
ZAINA-679-B_011_jpg.rf.c763cf36a3a341bfed1f7851c1c77278_r1c0.jpg,29,27,23,4,6,252685,247272,2912.150016322031,2849.7661469259406,-2.142192848803847
ZAINA-679-B_011_jpg.rf.c763cf36a3a341bfed1f7851c1c77278_r1c1.jpg,29,30,23,7,6,351808,371846,4054.5250922778205,4285.459504795623,5.695720392941604
ZAINA-679-B_011_jpg.rf.c763cf36a3a341bfed1f7851c1c77278_r1c2.jpg,25,23,21,2,4,357280,340077,4117.588926258129,3919.3273882531507,-4.814991043439319
ZAINA-679-B_011_jpg.rf.c763cf36a3a341bfed1f7851c1c77278_r2c0.jpg,28,27,23,4,5,277685,314466,3200.2706028548714,3624.1651345854475,13.245584025064371
ZAINA-679-B_011_jpg.rf.c763cf36a3a341bfed1f7851c1c77278_r2c1.jpg,22,24,16,8,6,406840,514436,4688.759177000831,5928.7840821443315,26.446760397207747
