eval,n_fov,conf,precision,recall,f1,mean_iou,area_rel_error,tp,fp,fn,overlap,slice,gt_area_um2,pred_area_um2,source_metrics,source_totals,note
sahi_field_overlap0.2,27,0.33,0.7704139334992083,0.6595662277304415,0.7106937923839332,0.7829810055609218,0.004519500105803763,3406,1015,1758,0.2,1380x1032,578508.1288901682,581122.6964398955,v3_capilar_yolo11s/artifacts_v4_field/benchmarks/selected_confidence_field.json,v3_capilar_yolo11s/artifacts_v4_field/reports/capilar_field_totals_report.csv,SAHI sliding-window overlap=0.2 on native FOVs. NOT identical to non-overlapping 3x3 border-merge described as future work in early drafts; Methods primary remains tile-level.
