epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_2,train/cardinality_error_3,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_2,train/loss_bbox_3,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_2,train/loss_ce_3,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_2,train/loss_giou_3,train/loss_giou_enc,train/loss_mask_ce,train/loss_mask_ce_0,train/loss_mask_ce_1,train/loss_mask_ce_2,train/loss_mask_ce_3,train/loss_mask_ce_enc,train/loss_mask_dice,train/loss_mask_dice_0,train/loss_mask_dice_1,train/loss_mask_dice_2,train/loss_mask_dice_3,train/loss_mask_dice_enc,train/lr,train/lr_max,train/lr_min,val/AP/microcotiledone,val/F1,val/cardinality_error,val/cardinality_error_0,val/cardinality_error_1,val/cardinality_error_2,val/cardinality_error_3,val/cardinality_error_enc,val/class_error,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/ema_segm_mAP_50,val/ema_segm_mAP_50_95,val/loss,val/loss_bbox,val/loss_bbox_0,val/loss_bbox_1,val/loss_bbox_2,val/loss_bbox_3,val/loss_bbox_enc,val/loss_ce,val/loss_ce_0,val/loss_ce_1,val/loss_ce_2,val/loss_ce_3,val/loss_ce_enc,val/loss_giou,val/loss_giou_0,val/loss_giou_1,val/loss_giou_2,val/loss_giou_3,val/loss_giou_enc,val/loss_mask_ce,val/loss_mask_ce_0,val/loss_mask_ce_1,val/loss_mask_ce_2,val/loss_mask_ce_3,val/loss_mask_ce_enc,val/loss_mask_dice,val/loss_mask_dice_0,val/loss_mask_dice_1,val/loss_mask_dice_2,val/loss_mask_dice_3,val/loss_mask_dice_enc,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall,val/segm_mAP_50,val/segm_mAP_50_95
0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7590586543083191,0.871976375579834,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.8897940516471863,0.7599192261695862,0.8563380241394043,0.9022414684295654,0.7307770252227783,8.668978691101074,0.019256042316555977,0.025949599221348763,0.021299585700035095,0.021157873794436455,0.02031022123992443,0.03579762950539589,0.5476304292678833,0.742868185043335,0.6084786057472229,0.5536178350448608,0.5441962480545044,0.6527321338653564,0.12086043506860733,0.14727124571800232,0.12705591320991516,0.12672072649002075,0.12326652556657791,0.1863289177417755,0.018437178805470467,0.017597701400518417,0.016591675579547882,0.017748311161994934,0.018243690952658653,0.022167500108480453,0.06389709562063217,0.0697057843208313,0.05964544788002968,0.06529727578163147,0.06600061058998108,0.09218648076057434,0.887913167476654,0.7590586543083191,0.8144096732139587,0.8573943376541138,0.8766310811042786,0.8673709034919739,0.9021105766296387,0.7299190759658813
0,9,2568.81884765625,2565.231201171875,2563.71240234375,2566.356201171875,2569.268798828125,2570.46240234375,0.0012983322376385331,12.325364112854004,0.03598564490675926,0.0473889485001564,0.04077601060271263,0.0390608124434948,0.03718053922057152,0.06286779046058655,0.7352381348609924,0.9818713068962097,0.7601217031478882,0.7183253169059753,0.7295244932174683,0.7718995213508606,0.18037720024585724,0.21806848049163818,0.199166402220726,0.19228285551071167,0.18360699713230133,0.2770662009716034,0.02344953827559948,0.028610557317733765,0.02486121840775013,0.02436589077115059,0.024129116907715797,0.03503923863172531,0.08651863783597946,0.10576263815164566,0.0976133793592453,0.0929851159453392,0.08917327225208282,0.1296815425157547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.804276168346405,0.8921800851821899,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.9122231602668762,0.8070580363273621,0.8835680484771729,0.924699068069458,0.7646536827087402,7.975250244140625,0.016786452382802963,0.023364391177892685,0.019941536709666252,0.019153067842125893,0.017973175272345543,0.037224188446998596,0.4850216209888458,0.6780868768692017,0.529686450958252,0.5099042654037476,0.5027690529823303,0.6042620539665222,0.10813561081886292,0.13596385717391968,0.12244191020727158,0.11978869885206223,0.11169075965881348,0.18714870512485504,0.016214950010180473,0.019359229132533073,0.01847737655043602,0.016648320481181145,0.01627824828028679,0.022707393392920494,0.0540950745344162,0.062176939100027084,0.05687616020441055,0.0605938583612442,0.05692942067980766,0.08423661440610886,0.9098926186561584,0.804276168346405,0.857775092124939,0.8840375542640686,0.9007176756858826,0.8838028311729431,0.922654926776886,0.7626176476478577
1,19,2570.706298828125,2570.71240234375,2570.71240234375,2570.612548828125,2570.5625,2570.71240234375,-1.0490417707842425e-06,9.22586441040039,0.0221325121819973,0.033238284289836884,0.026763489469885826,0.024188555777072906,0.0230895783752203,0.04842608422040939,0.5280704498291016,0.9229155778884888,0.6215333342552185,0.5435690879821777,0.5350876450538635,0.6412568688392639,0.1316889077425003,0.1695372760295868,0.14903393387794495,0.14197297394275665,0.13450421392917633,0.2213551253080368,0.017677955329418182,0.019195925444364548,0.017911164090037346,0.01726289466023445,0.017916399985551834,0.025501947849988937,0.059499502182006836,0.07287398725748062,0.0654619038105011,0.06163519620895386,0.06078369542956352,0.09388977289199829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8062499165534973,0.8968713879585266,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.9183357954025269,0.8061189651489258,0.8874413371086121,0.9252276420593262,0.7784387469291687,7.663662433624268,0.015286417677998543,0.019481603056192398,0.017671681940555573,0.016102388501167297,0.015504610724747181,0.0335233099758625,0.4811287522315979,0.6849753260612488,0.5371057987213135,0.49112823605537415,0.48842552304267883,0.6300655007362366,0.10271228104829788,0.12120109796524048,0.1126842349767685,0.1069139838218689,0.10523657500743866,0.18385496735572815,0.016591660678386688,0.019816629588603973,0.01760854199528694,0.017509914934635162,0.016566429287195206,0.020087456330657005,0.04897742345929146,0.05732521787285805,0.06103525683283806,0.055222030729055405,0.051845137029886246,0.07696951925754547,0.9201819896697998,0.8062499165534973,0.8636106252670288,0.8853286504745483,0.8855835199356079,0.908450722694397,0.9262007474899292,0.7772999405860901
2,29,2570.49365234375,2570.49365234375,2570.49365234375,2570.33740234375,2570.456298828125,2570.49365234375,-1.09672544112982e-06,8.351309776306152,0.019183766096830368,0.026775449514389038,0.022931141778826714,0.021585751324892044,0.01988263428211212,0.04226868972182274,0.47975650429725647,0.8628191947937012,0.5703883171081543,0.5063483715057373,0.49363094568252563,0.6173444390296936,0.11857444047927856,0.1487879604101181,0.1351863443851471,0.12941068410873413,0.12128026783466339,0.21249517798423767,0.014314507134258747,0.016423922032117844,0.015470987185835838,0.01549017895013094,0.014434856362640858,0.02071567066013813,0.05301051214337349,0.0635697990655899,0.05844636633992195,0.05660238116979599,0.053942423313856125,0.08286117762327194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8178789615631104,0.8996415734291077,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.9202840924263,0.8168471455574036,0.8901408314704895,0.9292685985565186,0.7875365018844604,7.393819332122803,0.01455526240170002,0.01900963857769966,0.01688474602997303,0.01568392850458622,0.015028031542897224,0.028491150587797165,0.471798837184906,0.7189828157424927,0.5177809596061707,0.4791063368320465,0.4730832278728485,0.5875367522239685,0.10041012614965439,0.119085393846035,0.1115245372056961,0.1059994027018547,0.10236082226037979,0.1560508757829666,0.012680644169449806,0.0162124615162611,0.014521419070661068,0.014512947760522366,0.01365086529403925,0.019261693581938744,0.05220351740717888,0.05853814259171486,0.05667624995112419,0.052853748202323914,0.05538501217961311,0.07478400319814682,0.9244338870048523,0.8178789615631104,0.8740182518959045,0.8906103372573853,0.9160584211349487,0.8838028311729431,0.9289478659629822,0.7888453006744385
3,39,2571.356201171875,2571.356201171875,2571.356201171875,2571.268798828125,2571.33740234375,2571.356201171875,-1.4781951449549524e-06,8.361407279968262,0.021033253520727158,0.028750166296958923,0.024935074150562286,0.023045677691698074,0.02171042002737522,0.04364660754799843,0.4756386876106262,0.8457382917404175,0.5708268880844116,0.5001603960990906,0.48264065384864807,0.6325768232345581,0.12352348864078522,0.15038636326789856,0.1399894654750824,0.13187453150749207,0.12656506896018982,0.21279564499855042,0.013045549392700195,0.01578046754002571,0.01463522482663393,0.014186653308570385,0.013681432232260704,0.019363895058631897,0.05318934842944145,0.06286218017339706,0.05749664828181267,0.05495074391365051,0.05375027656555176,0.08064763993024826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8151100873947144,0.89952152967453,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.9263882637023926,0.8183570504188538,0.8889671564102173,0.9332426190376282,0.7774092555046082,7.448071479797363,0.014642838388681412,0.018965665251016617,0.016217196360230446,0.01535653043538332,0.0153055964037776,0.02776104025542736,0.4816986620426178,0.7013512849807739,0.5143234729766846,0.493084579706192,0.4752158522605896,0.5771646499633789,0.0997871458530426,0.12018195539712906,0.10945047438144684,0.10354818403720856,0.1001630499958992,0.15930470824241638,0.014546293765306473,0.016982845962047577,0.017164746299386024,0.014593861065804958,0.015286356210708618,0.020974794402718544,0.05557719245553017,0.05968262255191803,0.059115972369909286,0.053732696920633316,0.04856329783797264,0.07960294187068939,0.9245812296867371,0.8151100873947144,0.8693621754646301,0.8863849639892578,0.9170731902122498,0.8826290965080261,0.9291430711746216,0.7730755805969238
