epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_2,train/cardinality_error_3,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_2,train/loss_bbox_3,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_2,train/loss_ce_3,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_2,train/loss_giou_3,train/loss_giou_enc,train/loss_mask_ce,train/loss_mask_ce_0,train/loss_mask_ce_1,train/loss_mask_ce_2,train/loss_mask_ce_3,train/loss_mask_ce_enc,train/loss_mask_dice,train/loss_mask_dice_0,train/loss_mask_dice_1,train/loss_mask_dice_2,train/loss_mask_dice_3,train/loss_mask_dice_enc,train/lr,train/lr_max,train/lr_min,val/AP/microcotiledone,val/F1,val/cardinality_error,val/cardinality_error_0,val/cardinality_error_1,val/cardinality_error_2,val/cardinality_error_3,val/cardinality_error_enc,val/class_error,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/ema_segm_mAP_50,val/ema_segm_mAP_50_95,val/loss,val/loss_bbox,val/loss_bbox_0,val/loss_bbox_1,val/loss_bbox_2,val/loss_bbox_3,val/loss_bbox_enc,val/loss_ce,val/loss_ce_0,val/loss_ce_1,val/loss_ce_2,val/loss_ce_3,val/loss_ce_enc,val/loss_giou,val/loss_giou_0,val/loss_giou_1,val/loss_giou_2,val/loss_giou_3,val/loss_giou_enc,val/loss_mask_ce,val/loss_mask_ce_0,val/loss_mask_ce_1,val/loss_mask_ce_2,val/loss_mask_ce_3,val/loss_mask_ce_enc,val/loss_mask_dice,val/loss_mask_dice_0,val/loss_mask_dice_1,val/loss_mask_dice_2,val/loss_mask_dice_3,val/loss_mask_dice_enc,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall,val/segm_mAP_50,val/segm_mAP_50_95
4,49,2571.16259765625,2571.16259765625,2571.16259765625,2571.10009765625,2571.143798828125,2571.16259765625,-1.09672544112982e-06,7.959161281585693,0.019007688388228416,0.026482457295060158,0.022643575444817543,0.020667847245931625,0.019565463066101074,0.04168721288442612,0.4743066728115082,0.8404821157455444,0.5648875832557678,0.4921394884586334,0.4745679795742035,0.6313645839691162,0.11328009516000748,0.14004504680633545,0.12895667552947998,0.1211368590593338,0.11624465137720108,0.19784216582775116,0.011837346479296684,0.013242034241557121,0.013094231486320496,0.012336043640971184,0.012017037719488144,0.016464220359921455,0.049718283116817474,0.058297544717788696,0.054364949464797974,0.05216505378484726,0.050315141677856445,0.07537483423948288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8157198429107666,0.8958579897880554,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.9227537512779236,0.8151698708534241,0.887910783290863,0.9343629479408264,0.8033488392829895,7.439237594604492,0.015392394736409187,0.018254956230521202,0.01759524457156658,0.01637624204158783,0.016458651050925255,0.03161735087633133,0.4738139510154724,0.7010743021965027,0.513871431350708,0.48779627680778503,0.47826239466667175,0.5922587513923645,0.09510193020105362,0.11065295338630676,0.11001370847225189,0.10362003743648529,0.09864229708909988,0.17795373499393463,0.015324101783335209,0.017844345420598984,0.01778840832412243,0.017002834007143974,0.016320714727044106,0.021647099405527115,0.04853145405650139,0.05451670661568642,0.05436462536454201,0.055520132184028625,0.05069909244775772,0.07478394359350204,0.922254741191864,0.8157198429107666,0.862001359462738,0.8917840123176575,0.9033412933349609,0.8884976506233215,0.9345155954360962,0.802819550037384
5,59,2570.074951171875,2570.074951171875,2570.081298828125,2569.97509765625,2570.0625,2570.081298828125,-1.0013579867518274e-06,7.617072105407715,0.016868434846401215,0.023845596238970757,0.020747270435094833,0.018899444490671158,0.017466474324464798,0.038688335567712784,0.44034624099731445,0.7913112640380859,0.5243690609931946,0.46447300910949707,0.44721847772598267,0.5819422602653503,0.10642755031585693,0.13486412167549133,0.12336043268442154,0.11546792089939117,0.10987569391727448,0.19513754546642303,0.012495435774326324,0.014498395845293999,0.0138569176197052,0.013118118047714233,0.012780575081706047,0.018257994204759598,0.05018533021211624,0.0573570542037487,0.05507057160139084,0.05132132023572922,0.049992479383945465,0.0739789754152298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8155945539474487,0.9005175232887268,168.44444274902344,168.44444274902344,168.44444274902344,168.40740966796875,168.44444274902344,168.44444274902344,0.0,0.9275901913642883,0.8254098296165466,0.8967136144638062,0.9423516988754272,0.8176480531692505,7.474266529083252,0.01557382196187973,0.020128849893808365,0.018176550045609474,0.01685752160847187,0.015492708422243595,0.03035961464047432,0.4855966567993164,0.6963031888008118,0.5262119174003601,0.5037312507629395,0.48622554540634155,0.594374418258667,0.09347809106111526,0.11636902391910553,0.10800400376319885,0.09863801300525665,0.09454046934843063,0.1697869896888733,0.017259640619158745,0.019504917785525322,0.01847921870648861,0.017723165452480316,0.017255013808608055,0.021806078031659126,0.048227377235889435,0.055881697684526443,0.05404036119580269,0.05269224941730499,0.04848802462220192,0.07609128952026367,0.9252233505249023,0.8155945539474487,0.8674495816230774,0.8908450603485107,0.8827508687973022,0.9190140962600708,0.9410417675971985,0.8158395290374756
6,69,2571.362548828125,2571.362548828125,2571.362548828125,2571.262451171875,2571.362548828125,2571.362548828125,-9.059905892172537e-07,7.570443153381348,0.018920540809631348,0.02556537464261055,0.022742627188563347,0.02087932825088501,0.019432583823800087,0.03993609920144081,0.4384368062019348,0.7745077610015869,0.5065844655036926,0.4624212384223938,0.44517064094543457,0.5748282670974731,0.11108372360467911,0.13759322464466095,0.1269473433494568,0.11891092360019684,0.1136448010802269,0.1926710307598114,0.010896566323935986,0.013682392425835133,0.01236456073820591,0.011758767068386078,0.011171342805027962,0.01721544936299324,0.048325344920158386,0.056075770407915115,0.05281231924891472,0.051197975873947144,0.04878932982683182,0.0715920552611351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8356636166572571,0.9041095972061157,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.9333367943763733,0.8391733765602112,0.9058685302734375,0.9431580305099487,0.8153954744338989,7.052845478057861,0.01399439387023449,0.01832573302090168,0.016603002324700356,0.014558329246938229,0.014102916233241558,0.028989577665925026,0.45696619153022766,0.7376132607460022,0.5150945782661438,0.4731898605823517,0.45492520928382874,0.6111674904823303,0.08932370692491531,0.11532615125179291,0.106216199696064,0.09691828489303589,0.09396830946207047,0.1668228954076767,0.01361544243991375,0.014365971088409424,0.014803063124418259,0.013445095159113407,0.014023112133145332,0.014196835458278656,0.04400705546140671,0.05140569806098938,0.05021107569336891,0.04758532717823982,0.04522640258073807,0.06388842314481735,0.933117687702179,0.8356636166572571,0.8898540139198303,0.9038732647895813,0.9177750945091248,0.8908450603485107,0.941565215587616,0.8117527365684509
7,79,2571.19384765625,2571.206298828125,2571.206298828125,2571.09375,2571.206298828125,2571.206298828125,-1.287460349885805e-06,7.262470245361328,0.016966626048088074,0.022905195131897926,0.02028665877878666,0.01824621483683586,0.017397891730070114,0.03591439127922058,0.42507004737854004,0.7709931135177612,0.5058249831199646,0.45007115602493286,0.42926710844039917,0.5775206685066223,0.1046527847647667,0.13175705075263977,0.1208953708410263,0.11299706995487213,0.10756924003362656,0.18124255537986755,0.01070795115083456,0.012775281444191933,0.012376177124679089,0.011387401260435581,0.01101264264434576,0.015621786937117577,0.04584924876689911,0.05341136455535889,0.05018201470375061,0.04794701561331749,0.04620729759335518,0.06790362298488617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8202281594276428,0.9139465689659119,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.9308019280433655,0.8305792808532715,0.9007042050361633,0.940997838973999,0.8248804211616516,7.3175201416015625,0.014642076566815376,0.018127938732504845,0.016594383865594864,0.016922837123274803,0.01565765216946602,0.03510404750704765,0.46430447697639465,0.6937161684036255,0.49188289046287537,0.46311819553375244,0.46184468269348145,0.6152510046958923,0.09581409394741058,0.11656166613101959,0.10518210381269455,0.10093402117490768,0.09889259189367294,0.19690214097499847,0.015284894034266472,0.016168124973773956,0.0150645412504673,0.01729249209165573,0.01564003713428974,0.018574990332126617,0.046237047761678696,0.05176045000553131,0.0528225377202034,0.05345626175403595,0.04652130603790283,0.07389422506093979,0.9289793372154236,0.8202281594276428,0.8816117644309998,0.8934272527694702,0.924369752407074,0.9037558436393738,0.9403635263442993,0.8247721195220947
8,89,2570.106201171875,2570.112548828125,2570.112548828125,2570.03125,2570.112548828125,2570.112548828125,-1.09672544112982e-06,7.202305793762207,0.01569192297756672,0.02198646031320095,0.019095031544566154,0.01719331368803978,0.016089869663119316,0.035048045217990875,0.4135674834251404,0.7983502149581909,0.5125483274459839,0.44434285163879395,0.42086338996887207,0.5967105031013489,0.10270661115646362,0.1276877224445343,0.11691709607839584,0.11083340644836426,0.10547075420618057,0.18157042562961578,0.010159262455999851,0.011578185483813286,0.01188607607036829,0.010791396722197533,0.010246101766824722,0.014525952748954296,0.04618202894926071,0.053288448601961136,0.04943051561713219,0.047190554440021515,0.046209171414375305,0.06851731985807419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8264429569244385,0.9089834690093994,168.44444274902344,168.44444274902344,168.44444274902344,168.40740966796875,168.44444274902344,168.44444274902344,0.0,0.9312570095062256,0.8287822008132935,0.9016432166099548,0.9450994729995728,0.8093740344047546,6.904190540313721,0.014447678811848164,0.0172991082072258,0.01513909175992012,0.01479741558432579,0.01369702722877264,0.02781101129949093,0.45777010917663574,0.6093776226043701,0.4934433698654175,0.46988970041275024,0.4622291624546051,0.5503172874450684,0.08969593793153763,0.10574761778116226,0.09804531931877136,0.09291108697652817,0.08919142186641693,0.15898990631103516,0.016872363165020943,0.017636088654398918,0.01672937162220478,0.017630944028496742,0.016298681497573853,0.020076965913176537,0.046950384974479675,0.05180796980857849,0.04897691309452057,0.05183358117938042,0.04573974385857582,0.06465587764978409,0.933078944683075,0.8264429569244385,0.8745155334472656,0.9004694819450378,0.9154762029647827,0.9025821685791016,0.9459508061408997,0.8124973177909851
9,99,2570.78759765625,2570.824951171875,2570.824951171875,2570.5,2570.824951171875,2570.824951171875,-1.0490417707842425e-06,6.996045112609863,0.015530196949839592,0.02118779718875885,0.018457762897014618,0.01710633747279644,0.016207892447710037,0.034976255148649216,0.39256733655929565,0.7637806534767151,0.4734441637992859,0.41979604959487915,0.3989019989967346,0.5398343801498413,0.10064295679330826,0.12507548928260803,0.11454586684703827,0.10830297321081161,0.10370377451181412,0.1797802448272705,0.011776167899370193,0.012772609479725361,0.012180665507912636,0.01217900775372982,0.011769493110477924,0.015584172680974007,0.045982979238033295,0.05295705795288086,0.04955897480249405,0.04833080619573593,0.046551741659641266,0.0656137764453888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8305237293243408,0.9079976081848145,168.44444274902344,168.44444274902344,168.44444274902344,168.37037658691406,168.44444274902344,168.44444274902344,0.0,0.9345303177833557,0.8335539698600769,0.9025821685791016,0.9429905414581299,0.8124788999557495,6.946730613708496,0.013333972543478012,0.017692312598228455,0.016034414991736412,0.014340020716190338,0.014132161624729633,0.029535697773098946,0.4654916226863861,0.6790542006492615,0.4940185248851776,0.46644607186317444,0.45950496196746826,0.5648678541183472,0.0870966836810112,0.11096668243408203,0.09852442145347595,0.09145931154489517,0.09092632681131363,0.16172197461128235,0.013373013585805893,0.014328003861010075,0.014242694713175297,0.012970863841474056,0.015051954425871372,0.019171716645359993,0.04821811243891716,0.050272583961486816,0.04993913695216179,0.04756865277886391,0.04902493208646774,0.06796080619096756,0.935092568397522,0.8305237293243408,0.8790183067321777,0.9035211205482483,0.9309494495391846,0.8861502408981323,0.9428435564041138,0.812315821647644
10,109,2570.824951171875,2570.83740234375,2570.83740234375,2570.53125,2570.83740234375,2570.83740234375,-9.5367431640625e-07,7.052530765533447,0.01591670699417591,0.022035609930753708,0.019234756007790565,0.0175949539989233,0.016500353813171387,0.03468554839491844,0.4088156819343567,0.7554749846458435,0.49092191457748413,0.4412238597869873,0.4186345636844635,0.5388983488082886,0.10222605615854263,0.1283499151468277,0.11802388727664948,0.11051882803440094,0.10514168441295624,0.18309050798416138,0.010245303623378277,0.012080680578947067,0.011252546682953835,0.010416055098176003,0.010268918238580227,0.01491984911262989,0.04605431109666824,0.051918596029281616,0.048953793942928314,0.04653704911470413,0.04563280940055847,0.06652407348155975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8290742039680481,0.9085580110549927,168.44444274902344,168.44444274902344,168.44444274902344,168.37037658691406,168.44444274902344,168.44444274902344,0.0,0.9353880882263184,0.8324407935142517,0.9046948552131653,0.9435478448867798,0.8175761103630066,7.255858421325684,0.013769974000751972,0.017135050147771835,0.016835438087582588,0.015415150672197342,0.014269947074353695,0.03043895773589611,0.462595671415329,0.6735618710517883,0.510980486869812,0.4739450216293335,0.47411027550697327,0.5750840902328491,0.08879151195287704,0.11034952104091644,0.10457359999418259,0.09799742698669434,0.0909590795636177,0.1727178394794464,0.018983269110322,0.017745692282915115,0.01897774077951908,0.020700886845588684,0.017299547791481018,0.022420832887291908,0.04902685433626175,0.051763925701379776,0.053081199526786804,0.0489831268787384,0.05150650069117546,0.07260653376579285,0.930346667766571,0.8290742039680481,0.8749863505363464,0.9017605781555176,0.9074941277503967,0.9096243977546692,0.9437407851219177,0.8117823004722595
11,119,2569.831298828125,2569.83740234375,2569.83740234375,2569.393798828125,2569.83740234375,2569.83740234375,-1.0490417707842425e-06,6.521241188049316,0.012672009877860546,0.018259063363075256,0.015914246439933777,0.014229233376681805,0.013282664120197296,0.0302900318056345,0.37958377599716187,0.7394818067550659,0.4608607888221741,0.40926259756088257,0.3861994743347168,0.5161669254302979,0.09103928506374359,0.11614954471588135,0.10544508695602417,0.0986466333270073,0.0937025398015976,0.16447898745536804,0.009121457114815712,0.010712400078773499,0.010115502402186394,0.009340680204331875,0.009114452637732029,0.013737385161221027,0.04284808412194252,0.048893753439188004,0.0467769131064415,0.04463549703359604,0.04392785578966141,0.06428143382072449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8177397847175598,0.8988372087478638,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.9312933683395386,0.8258209228515625,0.903638482093811,0.943489134311676,0.8146196603775024,7.149975776672363,0.014901535585522652,0.016950927674770355,0.016846470534801483,0.01529598142951727,0.01492463331669569,0.02902408130466938,0.4838138520717621,0.6658797860145569,0.5103540420532227,0.49468037486076355,0.48615917563438416,0.5874279141426086,0.09075578302145004,0.10759802162647247,0.10228222608566284,0.0966043770313263,0.09337074309587479,0.1621381938457489,0.016800330951809883,0.01619868166744709,0.017089948058128357,0.015583734028041363,0.016109272837638855,0.020979197695851326,0.04731643572449684,0.05048982799053192,0.04906988516449928,0.04917319491505623,0.04987804591655731,0.06660014390945435,0.9289731979370117,0.8177397847175598,0.8571775555610657,0.8987089395523071,0.8905529975891113,0.90727698802948,0.9420095086097717,0.8117903470993042
12,129,2571.10009765625,2571.106201171875,2571.106201171875,2570.737548828125,2571.106201171875,2571.106201171875,-8.583068620282575e-07,6.898052215576172,0.016086453571915627,0.02178102731704712,0.019154822453856468,0.017435718327760696,0.016551261767745018,0.03595207631587982,0.39394357800483704,0.7551335096359253,0.48887330293655396,0.42189139127731323,0.40060028433799744,0.5480672121047974,0.10100908577442169,0.12587310373783112,0.1146216168999672,0.10779339075088501,0.10314635932445526,0.18090300261974335,0.009678894653916359,0.011220807209610939,0.010668277740478516,0.009808974340558052,0.00974570494145155,0.014370578341186047,0.04304137080907822,0.04966665059328079,0.046806611120700836,0.044854842126369476,0.043278809636831284,0.06446702033281326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
