epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_2,train/cardinality_error_3,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_2,train/loss_bbox_3,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_2,train/loss_ce_3,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_2,train/loss_giou_3,train/loss_giou_enc,train/loss_mask_ce,train/loss_mask_ce_0,train/loss_mask_ce_1,train/loss_mask_ce_2,train/loss_mask_ce_3,train/loss_mask_ce_enc,train/loss_mask_dice,train/loss_mask_dice_0,train/loss_mask_dice_1,train/loss_mask_dice_2,train/loss_mask_dice_3,train/loss_mask_dice_enc,train/lr,train/lr_max,train/lr_min,val/AP/microcotiledone,val/F1,val/cardinality_error,val/cardinality_error_0,val/cardinality_error_1,val/cardinality_error_2,val/cardinality_error_3,val/cardinality_error_enc,val/class_error,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/ema_segm_mAP_50,val/ema_segm_mAP_50_95,val/loss,val/loss_bbox,val/loss_bbox_0,val/loss_bbox_1,val/loss_bbox_2,val/loss_bbox_3,val/loss_bbox_enc,val/loss_ce,val/loss_ce_0,val/loss_ce_1,val/loss_ce_2,val/loss_ce_3,val/loss_ce_enc,val/loss_giou,val/loss_giou_0,val/loss_giou_1,val/loss_giou_2,val/loss_giou_3,val/loss_giou_enc,val/loss_mask_ce,val/loss_mask_ce_0,val/loss_mask_ce_1,val/loss_mask_ce_2,val/loss_mask_ce_3,val/loss_mask_ce_enc,val/loss_mask_dice,val/loss_mask_dice_0,val/loss_mask_dice_1,val/loss_mask_dice_2,val/loss_mask_dice_3,val/loss_mask_dice_enc,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall,val/segm_mAP_50,val/segm_mAP_50_95
13,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8203333616256714,0.9032257795333862,168.44444274902344,168.44444274902344,168.44444274902344,168.37037658691406,168.44444274902344,168.44444274902344,0.0,0.9318436980247498,0.822578489780426,0.9005868434906006,0.9445524215698242,0.8017701506614685,7.2537102699279785,0.015075559727847576,0.0177676472812891,0.01698414795100689,0.014726073481142521,0.01507978793233633,0.0306946262717247,0.4672583341598511,0.7194939255714417,0.5036650896072388,0.4830486476421356,0.4707190990447998,0.5878880620002747,0.09212082624435425,0.11230546236038208,0.10176067799329758,0.09299669414758682,0.09391188621520996,0.17906630039215088,0.01862119510769844,0.016073502600193024,0.016101744025945663,0.01541922241449356,0.01712341047823429,0.01996767520904541,0.0528620220720768,0.05618181452155113,0.04978609085083008,0.04877491667866707,0.04788985475897789,0.06633307039737701,0.9262276291847229,0.8203333616256714,0.8671911954879761,0.8989436626434326,0.9026963710784912,0.9037558436393738,0.9378596544265747,0.7988694310188293
13,139,2570.80615234375,2570.80615234375,2570.80615234375,2570.55615234375,2570.80615234375,2570.80615234375,-7.629394644936838e-07,6.6814117431640625,0.014716565608978271,0.01985652558505535,0.017742101103067398,0.016255471855401993,0.015344299376010895,0.03319630026817322,0.3684874176979065,0.7493402361869812,0.4663573205471039,0.40451154112815857,0.3781936764717102,0.5381118655204773,0.09471724182367325,0.11849460750818253,0.1080203652381897,0.102414570748806,0.09781120717525482,0.17044050991535187,0.00989159569144249,0.011058278381824493,0.010750118643045425,0.010071954689919949,0.00977522972971201,0.014768058434128761,0.0445101372897625,0.04976285994052887,0.04646774008870125,0.045374397188425064,0.04454439505934715,0.06443656980991364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8239540457725525,0.9023962616920471,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.9275373816490173,0.8264867067337036,0.9031690359115601,0.9372465014457703,0.8133407235145569,7.255229949951172,0.01532670482993126,0.01891867257654667,0.01751931756734848,0.01662653498351574,0.015869339928030968,0.029324928298592567,0.46694067120552063,0.7020003795623779,0.4978952705860138,0.4759262502193451,0.4668372869491577,0.5868000984191895,0.09447315335273743,0.10967854410409927,0.10564297437667847,0.09788547456264496,0.09616099298000336,0.16216939687728882,0.017986461520195007,0.016196444630622864,0.016644155606627464,0.020361503586173058,0.018064962700009346,0.020314201712608337,0.04748539626598358,0.05467352271080017,0.051502592861652374,0.05323930084705353,0.046712711453437805,0.06859511882066727,0.9258577823638916,0.8239540457725525,0.8664361834526062,0.9005868434906006,0.8987194299697876,0.9061033129692078,0.9373857975006104,0.8168180584907532
14,149,2571.331298828125,2571.331298828125,2571.331298828125,2570.97509765625,2571.331298828125,2571.331298828125,-1.09672544112982e-06,6.613747596740723,0.014106188900768757,0.0198985505849123,0.017453983426094055,0.015541240572929382,0.014523950405418873,0.035042259842157364,0.3542078137397766,0.7685285806655884,0.46490922570228577,0.3893831670284271,0.3641563355922699,0.536799430847168,0.09459353983402252,0.11974015086889267,0.10861154645681381,0.10066350549459457,0.09648188948631287,0.17891225218772888,0.009191257879137993,0.010553877800703049,0.010055601596832275,0.009624908678233624,0.009331898763775826,0.013316432014107704,0.042819373309612274,0.04926404729485512,0.04573460668325424,0.04406795650720596,0.04378751665353775,0.06323780119419098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8278658986091614,0.9080118536949158,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.934394896030426,0.8301635980606079,0.903990626335144,0.938618540763855,0.8107362389564514,7.396575927734375,0.015955058857798576,0.017486244440078735,0.017856810241937637,0.017189018428325653,0.01617281325161457,0.031284086406230927,0.47051942348480225,0.6861372590065002,0.5161325931549072,0.48303160071372986,0.4661754369735718,0.6025675535202026,0.09129679948091507,0.10944041609764099,0.10179784893989563,0.09861826151609421,0.09336266666650772,0.17526167631149292,0.020057059824466705,0.01852586306631565,0.019520265981554985,0.02145511284470558,0.01931239478290081,0.023210540413856506,0.046930570155382156,0.054715994745492935,0.051955096423625946,0.051706019788980484,0.049790363758802414,0.0733681172132492,0.9353154301643372,0.8278658986091614,0.8747357130050659,0.9026995301246643,0.918367326259613,0.8978873491287231,0.9421631097793579,0.8103172183036804
15,159,2570.44384765625,2570.449951171875,2570.449951171875,2570.14990234375,2570.449951171875,2570.449951171875,-1.09672544112982e-06,6.369255542755127,0.012841157615184784,0.018244745209813118,0.01624290645122528,0.014425760135054588,0.013407289981842041,0.03339008614420891,0.33840078115463257,0.7582448720932007,0.4443529546260834,0.3677314519882202,0.3487660884857178,0.5458996891975403,0.08722540736198425,0.11177172511816025,0.10191966593265533,0.0942569375038147,0.08969797939062119,0.17841050028800964,0.009080598130822182,0.010324373841285706,0.010145816020667553,0.009523339569568634,0.009198317304253578,0.012511305510997772,0.041426509618759155,0.047408636659383774,0.044701751321554184,0.04284520819783211,0.042013637721538544,0.06012799218297005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8226422071456909,0.9046773314476013,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.9297332763671875,0.8255850076675415,0.9021126627922058,0.940416693687439,0.8070954084396362,7.21419620513916,0.016058634966611862,0.019052382558584213,0.01853896863758564,0.01636354625225067,0.015843089669942856,0.02821073681116104,0.4587826430797577,0.6757509708404541,0.4957599639892578,0.47390151023864746,0.47043541073799133,0.5757176876068115,0.09489797800779343,0.11387453973293304,0.10609304159879684,0.09813181310892105,0.09332092851400375,0.15721242129802704,0.019509542733430862,0.017315922304987907,0.01906948909163475,0.017068220302462578,0.01870289258658886,0.017362525686621666,0.05083906650543213,0.05292266234755516,0.050159525126218796,0.050635162740945816,0.048574503511190414,0.0711304098367691,0.930533766746521,0.8226422071456909,0.8691563010215759,0.902816891670227,0.9127837419509888,0.8967136144638062,0.9405195116996765,0.7907172441482544
16,169,2571.206298828125,2571.21875,2571.21875,2570.981201171875,2571.21875,2571.21875,-1.0490417707842425e-06,6.515053749084473,0.01496475376188755,0.01948823593556881,0.018395958468317986,0.01663525216281414,0.015471378341317177,0.03376813977956772,0.35292986035346985,0.7328017354011536,0.44387659430503845,0.3787692189216614,0.3601992726325989,0.5265983939170837,0.09492893517017365,0.11617407947778702,0.10753345489501953,0.10150152444839478,0.09634555876255035,0.17235790193080902,0.009465115144848824,0.010396862402558327,0.01020114216953516,0.01005744282156229,0.009632419794797897,0.013308477587997913,0.04254470020532608,0.0476706437766552,0.04555464908480644,0.04424392431974411,0.043280623853206635,0.06335942447185516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8299311399459839,0.9018441438674927,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.9338535666465759,0.8321325182914734,0.9057511687278748,0.9451175928115845,0.8161678910255432,7.148405075073242,0.01581849344074726,0.019768251106142998,0.018128124997019768,0.01743098348379135,0.016290660947561264,0.028892757371068,0.4383811354637146,0.6776942014694214,0.48288559913635254,0.4374972879886627,0.43007051944732666,0.5678198933601379,0.09251853078603745,0.11638680845499039,0.10608702152967453,0.09920205920934677,0.09663610905408859,0.15605752170085907,0.01759370043873787,0.01957044191658497,0.01757729984819889,0.017440078780055046,0.01768548972904682,0.02096457965672016,0.049936361610889435,0.057037029415369034,0.05477483198046684,0.04586300998926163,0.04935748502612114,0.07192643731832504,0.9325881004333496,0.8299311399459839,0.8726611137390137,0.902816891670227,0.9143546223640442,0.8896713852882385,0.944783091545105,0.816939115524292
17,179,2570.106201171875,2570.11865234375,2570.11865234375,2569.91259765625,2570.11865234375,2570.11865234375,-1.1920928955078125e-06,6.259400844573975,0.012399109080433846,0.017061691731214523,0.015253948979079723,0.013781530782580376,0.012897565960884094,0.028465408831834793,0.3448668122291565,0.731357991695404,0.434569776058197,0.3758036494255066,0.35252320766448975,0.5082972645759583,0.0915989801287651,0.11374418437480927,0.10396826267242432,0.09807692468166351,0.09370210766792297,0.15885266661643982,0.008620230481028557,0.009759774431586266,0.009514149278402328,0.00884187314659357,0.00882410816848278,0.012215940281748772,0.04165269061923027,0.047821544110774994,0.045510660856962204,0.04258524626493454,0.042041532695293427,0.061172403395175934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8234658241271973,0.9119232892990112,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.9343580603599548,0.8300161957740784,0.9026995301246643,0.9458326101303101,0.8119094967842102,7.395506858825684,0.01744464412331581,0.021073702722787857,0.02132967859506607,0.018192145973443985,0.017124323174357414,0.031617265194654465,0.42454564571380615,0.693818986415863,0.4570528566837311,0.4340732991695404,0.42313098907470703,0.5577148795127869,0.09666237980127335,0.11702295392751694,0.1129668653011322,0.10387962311506271,0.09972113370895386,0.16680651903152466,0.020337160676717758,0.018384382128715515,0.020944761112332344,0.01959676668047905,0.01949465274810791,0.02366706356406212,0.051920220255851746,0.05895190313458443,0.060157328844070435,0.05371108278632164,0.05162801593542099,0.07663501799106598,0.9270862936973572,0.8234658241271973,0.862658679485321,0.8937793374061584,0.9314565658569336,0.8931924700737,0.9425980448722839,0.8095694780349731
18,189,2570.518798828125,2570.53759765625,2570.53759765625,2570.39990234375,2570.53759765625,2570.53759765625,-9.5367431640625e-07,6.382931709289551,0.013431929051876068,0.018709486350417137,0.01646905392408371,0.014980492182075977,0.013982109725475311,0.030465567484498024,0.34679684042930603,0.7424582839012146,0.44660359621047974,0.37381476163864136,0.3515297770500183,0.5336892604827881,0.09103097766637802,0.11359294503927231,0.10336919128894806,0.09767134487628937,0.09300760924816132,0.16032712161540985,0.009499192237854004,0.010536080226302147,0.010144947096705437,0.009857366792857647,0.009681864641606808,0.013465349562466145,0.042111970484256744,0.04742646962404251,0.04544154182076454,0.04348623752593994,0.04309763386845589,0.06122126057744026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8226568698883057,0.9105786085128784,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.9312950372695923,0.8247178792953491,0.9031690359115601,0.94401615858078,0.802370548248291,7.440405368804932,0.017506100237369537,0.01864531822502613,0.01847895048558712,0.01816253550350666,0.017293287441134453,0.029892122372984886,0.45012104511260986,0.7257106304168701,0.4982352554798126,0.47465917468070984,0.4472443163394928,0.5530050992965698,0.09973645955324173,0.11218312382698059,0.10840174555778503,0.10449929535388947,0.09933628141880035,0.16266761720180511,0.021800914779305458,0.019491735845804214,0.021808099001646042,0.02167595364153385,0.021400390192866325,0.02267606183886528,0.04979829117655754,0.052642159163951874,0.05695736035704613,0.05412420257925987,0.05096306651830673,0.07023943215608597,0.9300351142883301,0.8226568698883057,0.865777313709259,0.9049295783042908,0.9068684577941895,0.9143192768096924,0.9401572346687317,0.7983601689338684
19,199,2570.74365234375,2570.768798828125,2570.768798828125,2570.550048828125,2570.768798828125,2570.768798828125,-1.09672544112982e-06,6.416192531585693,0.014317372813820839,0.01943827234208584,0.017179805785417557,0.015698958188295364,0.014587713405489922,0.03341513127088547,0.3490939438343048,0.7423259615898132,0.44233864545822144,0.3756517767906189,0.35462766885757446,0.5286130905151367,0.09104777872562408,0.11489001661539078,0.10444368422031403,0.09840885549783707,0.09266311675310135,0.17181913554668427,0.009589871391654015,0.010952997021377087,0.010384938679635525,0.010015415959060192,0.00967422779649496,0.013299589045345783,0.04115685820579529,0.04634696990251541,0.0443834587931633,0.0427926667034626,0.04188006371259689,0.060284972190856934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8183878660202026,0.9090909361839294,168.44444274902344,168.44444274902344,168.44444274902344,168.37037658691406,168.44444274902344,168.44444274902344,0.0,0.9266325235366821,0.826454222202301,0.9026995301246643,0.9401186108589172,0.8096348643302917,7.378851890563965,0.01618765853345394,0.020403314381837845,0.017900768667459488,0.016449443995952606,0.016788510605692863,0.030810369178652763,0.4575774371623993,0.6121562719345093,0.48475709557533264,0.48448455333709717,0.4551393389701843,0.5600965619087219,0.09698643535375595,0.11914811283349991,0.10671671479940414,0.10082243382930756,0.10040811449289322,0.1706007868051529,0.02034192532300949,0.02177821286022663,0.0212679672986269,0.019721778109669685,0.022085977718234062,0.02522619068622589,0.049110572785139084,0.055339813232421875,0.05215507000684738,0.05384018272161484,0.05147054046392441,0.07617682218551636,0.9287004470825195,0.8183878660202026,0.862332284450531,0.8978873491287231,0.9027777910232544,0.9154929518699646,0.940601646900177,0.8056317567825317
20,209,2569.84375,2569.86865234375,2569.86865234375,2568.925048828125,2569.86865234375,2569.86865234375,-1.23977656585339e-06,6.329562187194824,0.013312158174812794,0.018567342311143875,0.016195127740502357,0.01481226272881031,0.013697232119739056,0.03241387754678726,0.32658901810646057,0.7290112376213074,0.4240812361240387,0.35843706130981445,0.33720389008522034,0.5056339502334595,0.09166357666254044,0.11598768085241318,0.10499320179224014,0.09909354150295258,0.09388816356658936,0.17556343972682953,0.00943937711417675,0.010634985752403736,0.010061994194984436,0.010002576746046543,0.009530147537589073,0.013843363150954247,0.04162106662988663,0.04758785665035248,0.045397527515888214,0.04355088993906975,0.042437370866537094,0.06413979828357697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8069941401481628,0.9060128331184387,168.44444274902344,168.44444274902344,168.44444274902344,168.25926208496094,168.44444274902344,168.44444274902344,0.0,0.9281544089317322,0.8240512013435364,0.9029342532157898,0.9403703212738037,0.8045699000358582,7.512896537780762,0.01773458905518055,0.01844177581369877,0.018564675003290176,0.018095053732395172,0.01796313002705574,0.03725018724799156,0.45322149991989136,0.6049485802650452,0.4883918762207031,0.48020902276039124,0.4616057872772217,0.6066312193870544,0.10241709649562836,0.11588320136070251,0.1076280027627945,0.10694508254528046,0.10681033134460449,0.20996934175491333,0.019461020827293396,0.019711816683411598,0.02171931602060795,0.02017301507294178,0.0205564983189106,0.02488728053867817,0.05005967989563942,0.056358225643634796,0.05073711648583412,0.053275540471076965,0.04693402722477913,0.07179343700408936,0.9271714687347412,0.8069941401481628,0.862557053565979,0.88908451795578,0.9012776017189026,0.9107981324195862,0.9389646053314209,0.7993825078010559
21,219,2570.550048828125,2570.543701171875,2570.550048828125,2569.59375,2570.550048828125,2570.550048828125,-8.583068620282575e-07,6.234875679016113,0.012945068068802357,0.01745820976793766,0.01594722829759121,0.014429653994739056,0.013524582609534264,0.031334344297647476,0.3325943052768707,0.7173191905021667,0.42653506994247437,0.3686524033546448,0.3405378460884094,0.5061556696891785,0.09054907411336899,0.11351541429758072,0.1032426580786705,0.09661304205656052,0.0923304408788681,0.17425760626792908,0.008523103781044483,0.009723992086946964,0.009388834238052368,0.008838317357003689,0.008571403101086617,0.013014763593673706,0.04125259071588516,0.047048699110746384,0.044558458030223846,0.042231541126966476,0.04157277196645737,0.06004985421895981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8059613704681396,0.903677761554718,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.926506757736206,0.8201689720153809,0.8953051567077637,0.9394240975379944,0.8030639290809631,7.53328800201416,0.018613219261169434,0.019190635532140732,0.01979675143957138,0.018993088975548744,0.017993910238146782,0.02964332513511181,0.47325700521469116,0.61204993724823,0.49978944659233093,0.4808700382709503,0.46998196840286255,0.5579205751419067,0.10586798936128616,0.11499238014221191,0.112004853785038,0.10630243271589279,0.106929711997509,0.17157714068889618,0.021919820457696915,0.0218143779784441,0.020876416936516762,0.022500403225421906,0.021145114675164223,0.026650361716747284,0.053556330502033234,0.05923495441675186,0.0556701235473156,0.05172979086637497,0.04786759242415428,0.07361768931150436,0.9225133061408997,0.8059613704681396,0.8573527336120605,0.8875586986541748,0.8989546895027161,0.908450722694397,0.9367293119430542,0.8013331890106201
22,229,2569.78125,2569.80615234375,2569.800048828125,2568.668701171875,2569.80615234375,2569.80615234375,-1.0013579867518274e-06,5.990805149078369,0.011987930163741112,0.016884582117199898,0.0147897619754076,0.01325957290828228,0.012486194260418415,0.029572051018476486,0.32029008865356445,0.6870588660240173,0.40523195266723633,0.3509610891342163,0.32700663805007935,0.4743792414665222,0.08975758403539658,0.11149736493825912,0.10176587104797363,0.09528787434101105,0.09166629612445831,0.166884183883667,0.008119664154946804,0.009346766397356987,0.00874239020049572,0.008346608839929104,0.008239153772592545,0.01224471814930439,0.03942079097032547,0.04558631405234337,0.042878348380327225,0.041093356907367706,0.03996732831001282,0.059465933591127396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8098653554916382,0.9084423184394836,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.9253745675086975,0.8202425241470337,0.8978873491287231,0.9378569722175598,0.8029876351356506,7.377674102783203,0.01781458407640457,0.020375993102788925,0.0198908019810915,0.017506657168269157,0.01775222271680832,0.03141564503312111,0.4489084482192993,0.6323947906494141,0.47567158937454224,0.4647868573665619,0.4474157691001892,0.5449236631393433,0.10169366747140884,0.11978219449520111,0.11065292358398438,0.10381471365690231,0.10514630377292633,0.16683703660964966,0.02116568386554718,0.018473420292139053,0.01989132910966873,0.019271330907940865,0.020688507705926895,0.022371971979737282,0.056598879396915436,0.05517787113785744,0.053085777908563614,0.05477641522884369,0.05167633667588234,0.07161032408475876,0.9221372604370117,0.8098653554916382,0.8575999736785889,0.8892018795013428,0.9204819202423096,0.8967136144638062,0.9373123049736023,0.7980303764343262
23,239,2570.4375,2570.44384765625,2570.44384765625,2569.625,2570.44384765625,2570.44384765625,-1.0013579867518274e-06,6.036112308502197,0.01282896101474762,0.01757841370999813,0.01542053371667862,0.01426329929381609,0.01340107899159193,0.02930642105638981,0.32616370916366577,0.6794993877410889,0.42428722977638245,0.3621378242969513,0.33539000153541565,0.4757796823978424,0.09064467251300812,0.11080045998096466,0.10104100406169891,0.09632331877946854,0.09299960732460022,0.1553400754928589,0.008346328511834145,0.009933503344655037,0.0090718325227499,0.008666147477924824,0.008456552401185036,0.012407948262989521,0.04027664661407471,0.044821061193943024,0.04252677410840988,0.04192471504211426,0.040607914328575134,0.057873595505952835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8104016780853271,0.8993601202964783,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,168.44444274902344,0.0,0.9228167533874512,0.8173117637634277,0.8981220722198486,0.9353905916213989,0.7978838682174683,7.576034069061279,0.017626922577619553,0.018421439453959465,0.019881436601281166,0.017445724457502365,0.017888464033603668,0.029517749324440956,0.48759543895721436,0.6760578751564026,0.5142413377761841,0.5051029920578003,0.49115845561027527,0.5618376731872559,0.09884148836135864,0.11372602730989456,0.11095656454563141,0.10179101675748825,0.1011492908000946,0.16451941430568695,0.022663524374365807,0.019407792016863823,0.02219538949429989,0.020614122971892357,0.02310887910425663,0.023070750758051872,0.05265765264630318,0.05440504103899002,0.05478529632091522,0.05194827914237976,0.052142731845378876,0.07383345067501068,0.9197258353233337,0.8104016780853271,0.8529786467552185,0.8941314816474915,0.8915801644325256,0.90727698802948,0.930967390537262,0.7897069454193115
24,249,2570.175048828125,2570.18115234375,2570.175048828125,2569.88134765625,2570.18115234375,2570.18115234375,-1.1920928955078125e-06,5.9213666915893555,0.01172765251249075,0.01601351425051689,0.014240088872611523,0.012802544049918652,0.012146378867328167,0.028192099183797836,0.31632810831069946,0.7020305395126343,0.4210589826107025,0.3557034134864807,0.3257664144039154,0.48933976888656616,0.08619359880685806,0.10648070275783539,0.0969817042350769,0.09099973738193512,0.08842416107654572,0.1545533686876297,0.008085047826170921,0.008966398425400257,0.008580176159739494,0.00809484627097845,0.007977469824254513,0.01147817075252533,0.03962201252579689,0.044136155396699905,0.041893500834703445,0.04030763357877731,0.03988511487841606,0.05862601846456528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7941949963569641,0.8925339579582214,168.44444274902344,168.44444274902344,168.44444274902344,168.40740966796875,168.44444274902344,168.44444274902344,0.0,0.9215846657752991,0.814953625202179,0.8976525664329529,0.9342249631881714,0.7918252944946289,8.124967575073242,0.02123379521071911,0.019527576863765717,0.021682752296328545,0.020615898072719574,0.020546264946460724,0.03020584210753441,0.5249365568161011,0.6591597199440002,0.5551033616065979,0.5559031367301941,0.5296654105186462,0.5986531376838684,0.10707899183034897,0.11404642462730408,0.11172906309366226,0.10836552828550339,0.10713264346122742,0.16630393266677856,0.03125061094760895,0.02260158397257328,0.026638327166438103,0.028142262250185013,0.030191339552402496,0.029841242358088493,0.05258022993803024,0.051552966237068176,0.057648930698633194,0.05644024908542633,0.05567583814263344,0.0780709907412529,0.9097867012023926,0.7941949963569641,0.8351501226425171,0.8832159638404846,0.8613536953926086,0.9260563254356384,0.9273145794868469,0.7717850804328918
25,259,2570.08740234375,2570.09375,2570.09375,2569.606201171875,2570.09375,2570.09375,-9.5367431640625e-07,5.920030117034912,0.012922068126499653,0.017408883199095726,0.015574174001812935,0.014011274091899395,0.013506999239325523,0.028423527255654335,0.3092241883277893,0.6978896856307983,0.40250927209854126,0.3384682238101959,0.31552547216415405,0.4707963466644287,0.08843871206045151,0.10856495052576065,0.09930552542209625,0.09350284934043884,0.09042356163263321,0.1523449569940567,0.00821942649781704,0.009158442728221416,0.00888051837682724,0.008448264561593533,0.008202994242310524,0.011155734769999981,0.04052402824163437,0.044412367045879364,0.04313338175415993,0.041177988052368164,0.040596865117549896,0.05833421275019646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8100218772888184,0.9053738117218018,168.44444274902344,168.44444274902344,168.44444274902344,168.37037658691406,168.44444274902344,168.44444274902344,0.0,0.921023428440094,0.816618800163269,0.8960093855857849,0.9337775707244873,0.7959535717964172,7.578317642211914,0.01896543614566326,0.01925940439105034,0.020440075546503067,0.01896737888455391,0.019133582711219788,0.029041681438684464,0.4750269055366516,0.6637042760848999,0.5123592615127563,0.4874142110347748,0.4747730791568756,0.5654546022415161,0.10132355988025665,0.1114320158958435,0.10984363406896591,0.10535797476768494,0.10243646055459976,0.15701401233673096,0.023789022117853165,0.018264885991811752,0.021767428144812584,0.023393265902996063,0.025130953639745712,0.022414175793528557,0.05239478871226311,0.055085401982069016,0.05318653956055641,0.05442230403423309,0.05571484938263893,0.07358263432979584,0.921955943107605,0.8100218772888184,0.8512408137321472,0.8917840123176575,0.9011628031730652,0.9096243977546692,0.9372357130050659,0.7940336465835571
